code,name,url,type,manager,company
1180,001408,建信鑫丰回报灵活配置混合A,http://fund.eastmoney.com/001408.html,混合型,牛兴华,建信基金
1183,001411,诺安创新驱动混合A,http://fund.eastmoney.com/001411.html,混合型,吴博俊,诺安基金
1184,001412,德邦鑫星价值灵活配置混合A,http://fund.eastmoney.com/001412.html,混合型,许文波,德邦基金
1185,001413,中融新动力混合A,http://fund.eastmoney.com/001413.html,混合型,姜涛,中融基金
1186,001414,中融新动力混合C,http://fund.eastmoney.com/001414.html,混合型,姜涛,中融基金
1187,001415,信诚新锐混合A,http://fund.eastmoney.com/001415.html,混合型,杨立春,信诚基金
1189,001417,汇添富医疗服务混合,http://fund.eastmoney.com/001417.html,混合型,刘江,汇添富基金
1190,001418,泰达宏利创益混合A,http://fund.eastmoney.com/001418.html,混合型,傅浩,泰达宏利基金
1191,001419,泰达宏利新思路混合A,http://fund.eastmoney.com/001419.html,混合型,傅浩,泰达宏利基金
1194,001422,景顺长城安享回报混合A,http://fund.eastmoney.com/001422.html,混合型,万梦,景顺长城基金
1195,001423,景顺长城安享回报混合C,http://fund.eastmoney.com/001423.html,混合型,万梦,景顺长城基金
1196,001424,博时新起点混合A,http://fund.eastmoney.com/001424.html,混合型,过钧,博时基金
1197,001425,博时新起点混合C,http://fund.eastmoney.com/001425.html,混合型,过钧,博时基金
1199,001427,招商丰泽混合A,http://fund.eastmoney.com/001427.html,混合型,王刚,招商基金
1201,001429,博时新财富混合A,http://fund.eastmoney.com/001429.html,混合型,王申,博时基金
1202,001430,中邮乐享收益灵活配置混合,http://fund.eastmoney.com/001430.html,混合型,吴昊,中邮基金
1203,001431,方正富邦优选灵活配置混合A,http://fund.eastmoney.com/001431.html,混合型,王健,方正富邦基金
1204,001433,易方达瑞景混合,http://fund.eastmoney.com/001433.html,混合型,张清华,易方达基金
1205,001437,易方达瑞享混合I,http://fund.eastmoney.com/001437.html,混合型,梁裕宁,易方达基金
1206,001438,易方达瑞享混合E,http://fund.eastmoney.com/001438.html,混合型,梁裕宁,易方达基金
1207,001443,易方达瑞选灵活配置混合I,http://fund.eastmoney.com/001443.html,混合型,张清华,易方达基金
1208,001444,易方达瑞选灵活配置混合E,http://fund.eastmoney.com/001444.html,混合型,张清华,易方达基金
1209,001445,华安国企改革主题灵活配置混合,http://fund.eastmoney.com/001445.html,混合型,王嘉,华安基金
1210,001446,招商丰泽混合C,http://fund.eastmoney.com/001446.html,混合型,王刚,招商基金
1211,001447,天弘惠利混合,http://fund.eastmoney.com/001447.html,混合型,钱文成,天弘基金
1212,001448,华商双翼平衡混合,http://fund.eastmoney.com/001448.html,混合型,梁伟泓,华商基金
1213,001449,华商双驱优选混合,http://fund.eastmoney.com/001449.html,混合型,李双全,华商基金
1216,001453,鹏华弘鑫混合A,http://fund.eastmoney.com/001453.html,混合型,李韵怡,鹏华基金
1217,001454,鹏华弘鑫混合C,http://fund.eastmoney.com/001454.html,混合型,李韵怡,鹏华基金
1219,001456,华泰柏瑞制造2025混合A,http://fund.eastmoney.com/001456.html,混合型,李灿,华泰柏瑞基金
1220,001457,华商新常态混合,http://fund.eastmoney.com/001457.html,混合型,高兵,华商基金
1224,001463,光大一带一路混合,http://fund.eastmoney.com/001463.html,混合型,黄兴亮,光大保德信基金
1225,001464,光大鼎鑫混合A,http://fund.eastmoney.com/001464.html,混合型,何奇,光大保德信基金
1226,001466,华富永鑫灵活配置混合A,http://fund.eastmoney.com/001466.html,混合型,张惠,华富基金
1227,001467,华富永鑫灵活配置混合C,http://fund.eastmoney.com/001467.html,混合型,张惠,华富基金
1228,001468,广发改革混合,http://fund.eastmoney.com/001468.html,混合型,王小松,广发基金
1230,001470,融通通鑫灵活配置混合,http://fund.eastmoney.com/001470.html,混合型,余志勇,融通基金
1231,001471,融通新能源灵活配置混合,http://fund.eastmoney.com/001471.html,混合型,付伟琦,融通基金
1233,001474,兴银丰盈灵活配置,http://fund.eastmoney.com/001474.html,混合型,张晓南,兴银基金
1234,001475,易方达国防军工混合,http://fund.eastmoney.com/001475.html,混合型,陈皓,易方达基金
1238,001479,中邮风格轮动灵活配置混合,http://fund.eastmoney.com/001479.html,混合型,国晓雯,中邮基金
1239,001480,财通成长优选混合,http://fund.eastmoney.com/001480.html,混合型,金梓才,财通基金
1242,001483,天弘喜利灵活配置混合,http://fund.eastmoney.com/001483.html,混合型,钱文成,天弘基金
1243,001484,天弘新价值混合,http://fund.eastmoney.com/001484.html,混合型,姜晓丽,天弘基金
1244,001485,华安添颐养老混合,http://fund.eastmoney.com/001485.html,混合型,孙丽娜,华安基金
1245,001487,宝盈优势产业混合,http://fund.eastmoney.com/001487.html,混合型,段鹏程,宝盈基金
1246,001488,万家瑞丰灵活配置混合A,http://fund.eastmoney.com/001488.html,混合型,高翰昆,万家基金
1247,001489,万家瑞丰灵活配置混合C,http://fund.eastmoney.com/001489.html,混合型,高翰昆,万家基金
1249,001491,国泰生益灵活配置混合A,http://fund.eastmoney.com/001491.html,混合型,樊利安,国泰基金
1250,001492,鹏华弘锐混合A,http://fund.eastmoney.com/001492.html,混合型,刘方正,鹏华基金
1251,001493,鹏华弘锐混合C,http://fund.eastmoney.com/001493.html,混合型,刘方正,鹏华基金
1252,001494,信诚新鑫混合A,http://fund.eastmoney.com/001494.html,混合型,杨立春,信诚基金
1253,001495,东方新价值混合A,http://fund.eastmoney.com/001495.html,混合型,周薇,东方基金
1256,001498,建信鑫荣回报灵活配置混合,http://fund.eastmoney.com/001498.html,混合型,牛兴华,建信基金
1257,001499,国投瑞银新增长混合,http://fund.eastmoney.com/001499.html,混合型,桑俊,国投瑞银基金
1258,001500,泓德远见回报混合,http://fund.eastmoney.com/001500.html,混合型,邬传雁,泓德基金
1259,001501,招商丰裕混合A,http://fund.eastmoney.com/001501.html,混合型,何文韬,招商基金
1260,001502,招商丰裕混合C,http://fund.eastmoney.com/001502.html,混合型,何文韬,招商基金
1261,001503,南方利鑫C,http://fund.eastmoney.com/001503.html,混合型,孙鲁闽,南方基金
1262,001504,南方利淘C,http://fund.eastmoney.com/001504.html,混合型,孙鲁闽,南方基金
1263,001505,南方利众C,http://fund.eastmoney.com/001505.html,混合型,吴剑毅,南方基金
1264,001506,景顺长城泰和回报混合A,http://fund.eastmoney.com/001506.html,混合型,万梦,景顺长城基金
1265,001507,景顺长城泰和回报混合C,http://fund.eastmoney.com/001507.html,混合型,万梦,景顺长城基金
1266,001508,富国新动力灵活配置混合A,http://fund.eastmoney.com/001508.html,混合型,李晓铭,富国基金
1267,001510,富国新动力灵活配置混合C,http://fund.eastmoney.com/001510.html,混合型,李晓铭,富国基金
1268,001511,兴全新视野定开混合,http://fund.eastmoney.com/001511.html,混合型,董承非,兴全基金
1270,001513,易方达信息产业混合,http://fund.eastmoney.com/001513.html,混合型,郑希,易方达基金
1271,001515,平安大华新鑫先锋C,http://fund.eastmoney.com/001515.html,混合型,邓翔,平安大华基金
1273,001517,大成景裕灵活配置混合A,http://fund.eastmoney.com/001517.html,混合型,张文平,大成基金
1274,001518,万家瑞兴,http://fund.eastmoney.com/001518.html,混合型,莫海波,万家基金
1276,001522,博时新策略灵活配置混合A,http://fund.eastmoney.com/001522.html,混合型,王曦,博时基金
1277,001523,博时新策略灵活配置混合C,http://fund.eastmoney.com/001523.html,混合型,王曦,博时基金
1278,001524,华泰柏瑞精选回报混合,http://fund.eastmoney.com/001524.html,混合型,杨景涵,华泰柏瑞基金
1283,001530,万家瑞富灵活配置混合,http://fund.eastmoney.com/001530.html,混合型,高翰昆,万家基金
1285,001532,华安文体健康混合,http://fund.eastmoney.com/001532.html,混合型,苏圻涵,华安基金
1286,001533,华泰柏瑞爱利混合,http://fund.eastmoney.com/001533.html,混合型,杨景涵,华泰柏瑞基金
1287,001534,华宝万物互联混合,http://fund.eastmoney.com/001534.html,混合型,楼鸿强,华宝基金
1288,001535,景顺长城改革机遇灵活配置混合,http://fund.eastmoney.com/001535.html,混合型,鲍无可,景顺长城基金
1289,001536,南方君选,http://fund.eastmoney.com/001536.html,混合型,茅炜,南方基金
1290,001537,中加改革红利混合,http://fund.eastmoney.com/001537.html,混合型,张旭,中加基金
1291,001538,上投摩根科技前沿灵活配置混,http://fund.eastmoney.com/001538.html,混合型,李德辉,上投摩根基金
1293,001540,浙商汇金转型驱动,http://fund.eastmoney.com/001540.html,混合型,唐光英,浙商证券资管
1296,001543,宝盈新锐混合,http://fund.eastmoney.com/001543.html,混合型,肖肖,宝盈基金
1299,001547,兴业聚惠灵活配置混合A,http://fund.eastmoney.com/001547.html,混合型,徐青,兴业基金
1314,001563,华富健康文娱灵活配置混合,http://fund.eastmoney.com/001563.html,混合型,陈启明,华富基金
1315,001564,东方红京东大数据混合,http://fund.eastmoney.com/001564.html,混合型,周云,上海东方证券资产管理
1316,001565,永赢量化混合发起式,http://fund.eastmoney.com/001565.html,混合型,张大木,永赢基金
1317,001566,南方利达A,http://fund.eastmoney.com/001566.html,混合型,吴剑毅,南方基金
1318,001567,南方利达C,http://fund.eastmoney.com/001567.html,混合型,吴剑毅,南方基金
1319,001568,泰达宏利增利混合,http://fund.eastmoney.com/001568.html,混合型,张勋,泰达宏利基金
1320,001569,泰信国策驱动灵活配置混合,http://fund.eastmoney.com/001569.html,混合型,车广路,泰信基金
1321,001570,南方利安A,http://fund.eastmoney.com/001570.html,混合型,吴剑毅,南方基金
1322,001571,嘉合磐石A,http://fund.eastmoney.com/001571.html,混合型,季慧娟,嘉合基金
1323,001572,嘉合磐石C,http://fund.eastmoney.com/001572.html,混合型,季慧娟,嘉合基金
1324,001574,中海混改红利混合,http://fund.eastmoney.com/001574.html,混合型,邱红丽,中海基金
1330,001580,南方利安C,http://fund.eastmoney.com/001580.html,混合型,吴剑毅,南方基金
1331,001581,华安沪港深通精选灵活配置混,http://fund.eastmoney.com/001581.html,混合型,苏圻涵,华安基金
1332,001582,大成景辉灵活配置混合A,http://fund.eastmoney.com/001582.html,混合型,张文平,大成基金
1334,001584,国投瑞银新活力灵活配置混合A,http://fund.eastmoney.com/001584.html,混合型,吴潇,国投瑞银基金
1335,001585,国投瑞银新活力灵活配置混合,http://fund.eastmoney.com/001585.html,混合型,宋璐,国投瑞银基金
1346,001596,信诚新泽A,http://fund.eastmoney.com/001596.html,混合型,杨旭,信诚基金
1347,001597,招商丰融混合A,http://fund.eastmoney.com/001597.html,混合型,王刚,招商基金
1348,001598,招商丰融混合C,http://fund.eastmoney.com/001598.html,混合型,王刚,招商基金
1351,001601,鑫元鑫新收益灵活配置混合A,http://fund.eastmoney.com/001601.html,混合型,张明凯,鑫元基金
1352,001602,鑫元鑫新收益灵活配置混合C,http://fund.eastmoney.com/001602.html,混合型,张明凯,鑫元基金
1353,001603,易方达安盈回报混合,http://fund.eastmoney.com/001603.html,混合型,张清华,易方达基金
1354,001604,浙商汇金转型升级灵活配置混,http://fund.eastmoney.com/001604.html,混合型,赵语涛,浙商证券资管
1356,001606,农银工业4.0混合,http://fund.eastmoney.com/001606.html,混合型,颜伟鹏,农银汇理基金
1357,001607,英大策略优选A,http://fund.eastmoney.com/001607.html,混合型,袁忠伟,英大基金
1358,001608,英大策略优选C,http://fund.eastmoney.com/001608.html,混合型,袁忠伟,英大基金
1359,001609,平安大华鑫享混合A,http://fund.eastmoney.com/001609.html,混合型,WANG AO(汪澳),平安大华基金
1360,001610,平安大华鑫享混合C,http://fund.eastmoney.com/001610.html,混合型,WANG AO(汪澳),平安大华基金
1364,001614,东方区域发展混合,http://fund.eastmoney.com/001614.html,混合型,朱晓栋,东方基金
1365,001615,中欧睿尚定期开放混合,http://fund.eastmoney.com/001615.html,混合型,孙倩倩,中欧基金
1369,001620,嘉实新机遇混合发起式,http://fund.eastmoney.com/001620.html,混合型,王茜,嘉实基金
1371,001622,新华鑫锐混合,http://fund.eastmoney.com/001622.html,混合型,李会忠,新华基金
1372,001623,兴业国企改革混合,http://fund.eastmoney.com/001623.html,混合型,刘方旭,兴业基金
1381,001633,万家瑞祥混合A,http://fund.eastmoney.com/001633.html,混合型,高翰昆,万家基金
1382,001634,万家瑞祥混合C,http://fund.eastmoney.com/001634.html,混合型,高翰昆,万家基金
1383,001635,万家瑞益灵活配置混合A,http://fund.eastmoney.com/001635.html,混合型,高翰昆,万家基金
1384,001636,万家瑞益灵活配置混合C,http://fund.eastmoney.com/001636.html,混合型,高翰昆,万家基金
1387,001639,嘉实新常态混合A,http://fund.eastmoney.com/001639.html,混合型,胡永青,嘉实基金
1388,001640,嘉实新常态混合C,http://fund.eastmoney.com/001640.html,混合型,胡永青,嘉实基金
1389,001641,富国绝对收益多策略混合,http://fund.eastmoney.com/001641.html,混合型,于鹏,富国基金
1393,001647,天弘聚利灵活配置混合,http://fund.eastmoney.com/001647.html,混合型,姜晓丽,天弘基金
1394,001648,工银新价值灵活配置混合,http://fund.eastmoney.com/001648.html,混合型,游凛峰,工银瑞信基金
1396,001650,工银丰收回报灵活配置混合A,http://fund.eastmoney.com/001650.html,混合型,刘柯,工银瑞信基金
1398,001654,国联安添鑫灵活配置混合C,http://fund.eastmoney.com/001654.html,混合型,薛琳,国联安基金
1399,001656,农银中国优势灵活配置混合,http://fund.eastmoney.com/001656.html,混合型,顾旭俊,农银汇理基金
1400,001657,长安鑫富领先混合,http://fund.eastmoney.com/001657.html,混合型,林忠晶,长安基金
1401,001659,富安达新动力混合,http://fund.eastmoney.com/001659.html,混合型,毛矛,富安达基金
1403,001662,创金沪港深精选混合,http://fund.eastmoney.com/001662.html,混合型,张荣,创金合信基金
1405,001664,平安大华鑫安混合A,http://fund.eastmoney.com/001664.html,混合型,黄维,平安大华基金
1406,001665,平安大华鑫安混合C,http://fund.eastmoney.com/001665.html,混合型,黄维,平安大华基金
1408,001667,南方转型混合,http://fund.eastmoney.com/001667.html,混合型,张旭,南方基金
1411,001670,长城新策略混合A,http://fund.eastmoney.com/001670.html,混合型,马强,长城基金
1412,001671,长城新策略混合C,http://fund.eastmoney.com/001671.html,混合型,马强,长城基金
1414,001673,红塔红土优质成长A,http://fund.eastmoney.com/001673.html,混合型,罗薇,红塔红土
1415,001674,红塔红土优质成长C,http://fund.eastmoney.com/001674.html,混合型,罗薇,红塔红土
1416,001675,江信同福A,http://fund.eastmoney.com/001675.html,混合型,郑昱,江信基金
1417,001676,江信同福C,http://fund.eastmoney.com/001676.html,混合型,郑昱,江信基金
1419,001679,前海开源中国稀缺资产混合A,http://fund.eastmoney.com/001679.html,混合型,曲扬,前海开源基金
1420,001680,九泰久利灵活配置混合,http://fund.eastmoney.com/001680.html,混合型,王玥晰,九泰基金
1421,001681,新华积极价值灵活配置混合,http://fund.eastmoney.com/001681.html,混合型,李会忠,新华基金
1422,001682,新华鑫回报混合,http://fund.eastmoney.com/001682.html,混合型,姚秋,新华基金
1423,001683,华夏新经济混合,http://fund.eastmoney.com/001683.html,混合型,彭海伟,华夏基金
1425,001686,安信新动力混合A,http://fund.eastmoney.com/001686.html,混合型,庄园,安信基金
1426,001687,安信新动力混合C,http://fund.eastmoney.com/001687.html,混合型,庄园,安信基金
1427,001688,嘉实新起点混合A,http://fund.eastmoney.com/001688.html,混合型,王茜,嘉实基金
1431,001694,华安沪港深外延增长混合,http://fund.eastmoney.com/001694.html,混合型,苏圻涵,华安基金
1432,001695,泓德泓业混合,http://fund.eastmoney.com/001695.html,混合型,邬传雁,泓德基金
1437,001700,建信鑫盛回报灵活配置混合,http://fund.eastmoney.com/001700.html,混合型,薛玲,建信基金
1438,001701,中融产业升级混合,http://fund.eastmoney.com/001701.html,混合型,甘传琦,中融基金
1439,001702,东方创新科技混合,http://fund.eastmoney.com/001702.html,混合型,郭瑞,东方基金
1441,001704,国投瑞银进宝灵活配置混合,http://fund.eastmoney.com/001704.html,混合型,徐栋,国投瑞银基金
1443,001706,诺安积极回报混合,http://fund.eastmoney.com/001706.html,混合型,李玉良,诺安基金
1445,001708,东兴改革精选混合,http://fund.eastmoney.com/001708.html,混合型,孙继青,东兴证券
1446,001709,华富物联世界灵活配置混合,http://fund.eastmoney.com/001709.html,混合型,王翔,华富基金
1447,001710,安信新趋势混合A,http://fund.eastmoney.com/001710.html,混合型,张翼飞,安信基金
1448,001711,安信新趋势混合C,http://fund.eastmoney.com/001711.html,混合型,张翼飞,安信基金
1449,001712,东方红优势精选混合,http://fund.eastmoney.com/001712.html,混合型,刚登峰,上海东方证券资产管理
1452,001715,工银新焦点混合A,http://fund.eastmoney.com/001715.html,混合型,胡志利,工银瑞信基金
1453,001716,工银新趋势灵活配置混合A,http://fund.eastmoney.com/001716.html,混合型,游凛峰,工银瑞信基金
1457,001720,工银新增利混合,http://fund.eastmoney.com/001720.html,混合型,张洋,工银瑞信基金
1458,001721,工银新增益混合,http://fund.eastmoney.com/001721.html,混合型,李敏,工银瑞信基金
1459,001722,工银银和利混合,http://fund.eastmoney.com/001722.html,混合型,魏欣,工银瑞信基金
1460,001723,华商新动力灵活配置混合,http://fund.eastmoney.com/001723.html,混合型,刘萌萌,华商基金
1461,001724,申万菱信多策略灵活配置混合,http://fund.eastmoney.com/001724.html,混合型,丁杰科,申万菱信基金
1464,001727,申万菱信安鑫回报混合C,http://fund.eastmoney.com/001727.html,混合型,丁杰科,申万菱信基金
1465,001728,银华战略新兴定开混合,http://fund.eastmoney.com/001728.html,混合型,倪明,银华基金
1466,001729,银华逆向投资定开混合,http://fund.eastmoney.com/001729.html,混合型,杨欣,银华基金
1467,001730,兴银大健康,http://fund.eastmoney.com/001730.html,混合型,张晓南,兴银基金
1468,001731,广发百发大数据价值混合A,http://fund.eastmoney.com/001731.html,混合型,季峰,广发基金
1469,001732,广发百发大数据价值混合E,http://fund.eastmoney.com/001732.html,混合型,季峰,广发基金
1471,001734,广发百发大数据成长混合A,http://fund.eastmoney.com/001734.html,混合型,季峰,广发基金
1472,001735,广发百发大数据成长混合E,http://fund.eastmoney.com/001735.html,混合型,季峰,广发基金
1475,001740,光大中国制造2025混合,http://fund.eastmoney.com/001740.html,混合型,何奇,光大保德信基金
1476,001741,广发百发大数据精选混合A,http://fund.eastmoney.com/001741.html,混合型,季峰,广发基金
1477,001742,广发百发大数据精选混合E,http://fund.eastmoney.com/001742.html,混合型,季峰,广发基金
1478,001743,诺安优选回报混合,http://fund.eastmoney.com/001743.html,混合型,李玉良,诺安基金
1479,001744,诺安进取回报混合,http://fund.eastmoney.com/001744.html,混合型,李玉良,诺安基金
1480,001745,易方达瑞富灵活配置混合I,http://fund.eastmoney.com/001745.html,混合型,胡剑,易方达基金
1481,001746,易方达瑞富灵活配置混合E,http://fund.eastmoney.com/001746.html,混合型,胡剑,易方达基金
1485,001753,红土创新新兴产业混合,http://fund.eastmoney.com/001753.html,混合型,侯世霞,红土创新基金
1486,001754,永赢量化灵活配置混合发起式,http://fund.eastmoney.com/001754.html,混合型,张大木,永赢基金
1487,001755,嘉实新思路混合,http://fund.eastmoney.com/001755.html,混合型,胡永青,嘉实基金
1488,001756,嘉实策略优选混合,http://fund.eastmoney.com/001756.html,混合型,丁杰人,嘉实基金
1489,001757,嘉实主题增强混合,http://fund.eastmoney.com/001757.html,混合型,邹唯,嘉实基金
1490,001758,嘉实研究增强混合,http://fund.eastmoney.com/001758.html,混合型,陈少平,嘉实基金
1491,001759,嘉实成长增强混合,http://fund.eastmoney.com/001759.html,混合型,邵秋涛,嘉实基金
1492,001760,嘉实创新成长混合,http://fund.eastmoney.com/001760.html,混合型,周加文,嘉实基金
1493,001761,广发安宏回报混合A,http://fund.eastmoney.com/001761.html,混合型,王予柯,广发基金
1494,001762,广发安宏回报混合C,http://fund.eastmoney.com/001762.html,混合型,王予柯,广发基金
1495,001763,广发多策略混合,http://fund.eastmoney.com/001763.html,混合型,邱璟旻,广发基金
1497,001765,前海开源嘉鑫混合A,http://fund.eastmoney.com/001765.html,混合型,赵雪芹,前海开源基金
1499,001769,易方达瑞惠混合发起式,http://fund.eastmoney.com/001769.html,混合型,肖林,易方达基金
1500,001770,前海开源嘉鑫混合C,http://fund.eastmoney.com/001770.html,混合型,赵雪芹,前海开源基金
1501,001771,南方量化混合,http://fund.eastmoney.com/001771.html,混合型,雷俊,南方基金
1502,001772,南方消费活力,http://fund.eastmoney.com/001772.html,混合型,蒋秋洁,南方基金
1503,001773,招商丰庆混合A,http://fund.eastmoney.com/001773.html,混合型,姚爽,招商基金
1504,001774,招商丰庆混合C,http://fund.eastmoney.com/001774.html,混合型,姚爽,招商基金
1505,001775,鹏华弘泰C,http://fund.eastmoney.com/001775.html,混合型,祝松,鹏华基金
1507,001777,德邦多元回报灵活配置混合A,http://fund.eastmoney.com/001777.html,混合型,黎莹,德邦基金
1508,001778,德邦多元回报灵活配置混合C,http://fund.eastmoney.com/001778.html,混合型,黎莹,德邦基金
1510,001780,诺安改革趋势灵活配置混合,http://fund.eastmoney.com/001780.html,混合型,李嘉,诺安基金
1512,001782,九泰久益混合A,http://fund.eastmoney.com/001782.html,混合型,王玥晰,九泰基金
1516,001786,国泰信益灵活配置混合,http://fund.eastmoney.com/001786.html,混合型,樊利安,国泰基金
1519,001789,国泰量化收益灵活配置混合,http://fund.eastmoney.com/001789.html,混合型,艾小军,国泰基金
1521,001791,大成绝对收益策略混合A,http://fund.eastmoney.com/001791.html,混合型,黎新平,大成基金
1522,001792,大成绝对收益策略混合C,http://fund.eastmoney.com/001792.html,混合型,黎新平,大成基金
1524,001795,上投摩根文体休闲灵活配置混,http://fund.eastmoney.com/001795.html,混合型,周战海,上投摩根基金
1525,001796,汇添富安鑫智选混合A,http://fund.eastmoney.com/001796.html,混合型,曾刚,汇添富基金
1526,001797,华融新利灵活配置混合,http://fund.eastmoney.com/001797.html,混合型,靳冰馨,华融证券
1527,001798,泰康新回报灵活配置混合A,http://fund.eastmoney.com/001798.html,混合型,蒋利娟,泰康资产
1528,001799,泰康新回报灵活配置混合C,http://fund.eastmoney.com/001799.html,混合型,蒋利娟,泰康资产
1530,001801,汇添富达欣混合A,http://fund.eastmoney.com/001801.html,混合型,李怀定,汇添富基金
1531,001802,易方达瑞财混合I,http://fund.eastmoney.com/001802.html,混合型,胡剑,易方达基金
1532,001803,易方达瑞财混合E,http://fund.eastmoney.com/001803.html,混合型,胡剑,易方达基金
1533,001806,易方达瑞智灵活配置混合I,http://fund.eastmoney.com/001806.html,混合型,胡剑,易方达基金
1534,001807,易方达瑞智灵活配置混合E,http://fund.eastmoney.com/001807.html,混合型,胡剑,易方达基金
1535,001808,银华互联网主题灵活配置混合,http://fund.eastmoney.com/001808.html,混合型,王浩,银华基金
1536,001809,中信建投智信物联网A,http://fund.eastmoney.com/001809.html,混合型,王浩,中信建投基金
1537,001810,中欧潜力价值灵活配置混合,http://fund.eastmoney.com/001810.html,混合型,曹名长,中欧基金
1538,001811,中欧明睿新常态混合,http://fund.eastmoney.com/001811.html,混合型,周应波,中欧基金
1540,001813,国泰福益灵活配置混合,http://fund.eastmoney.com/001813.html,混合型,樊利安,国泰基金
1542,001815,华泰柏瑞激励动力混合A,http://fund.eastmoney.com/001815.html,混合型,徐晓杰,华泰柏瑞基金
1543,001816,汇添富新睿精选混合A,http://fund.eastmoney.com/001816.html,混合型,李怀定,汇添富基金
1544,001817,易方达瑞兴灵活配置混合I,http://fund.eastmoney.com/001817.html,混合型,胡剑,易方达基金
1545,001818,易方达瑞兴灵活配置混合E,http://fund.eastmoney.com/001818.html,混合型,胡剑,易方达基金
1549,001822,华商智能生活灵活配置混合,http://fund.eastmoney.com/001822.html,混合型,马国江,华商基金
1550,001823,光大鼎鑫混合C,http://fund.eastmoney.com/001823.html,混合型,何奇,光大保德信基金
1551,001824,博时沪港深成长企业,http://fund.eastmoney.com/001824.html,混合型,张溪冈,博时基金
1554,001827,富国研究优选沪港深混合,http://fund.eastmoney.com/001827.html,混合型,李晓铭,富国基金
1555,001829,北信瑞丰中国智造主题,http://fund.eastmoney.com/001829.html,混合型,高峰,北信瑞丰
1556,001830,融通跨界成长灵活配置混合,http://fund.eastmoney.com/001830.html,混合型,商小虎,融通基金
1557,001834,长盛战略新兴产业混合C,http://fund.eastmoney.com/001834.html,混合型,李琪,长盛基金
1558,001837,前海开源沪港深蓝筹精选混合,http://fund.eastmoney.com/001837.html,混合型,曲扬,前海开源基金
1559,001838,国投瑞银国家安全混合,http://fund.eastmoney.com/001838.html,混合型,李轩,国投瑞银基金
1560,001839,九泰久兴灵活配置混合,http://fund.eastmoney.com/001839.html,混合型,王玥晰,九泰基金
1561,001840,招商丰享混合C,http://fund.eastmoney.com/001840.html,混合型,何文韬,招商基金
1562,001841,招商丰享混合A,http://fund.eastmoney.com/001841.html,混合型,何文韬,招商基金
1565,001844,九泰久益混合C,http://fund.eastmoney.com/001844.html,混合型,王玥晰,九泰基金
1566,001845,国寿安保稳恒混合A,http://fund.eastmoney.com/001845.html,混合型,吴闻,国寿安保基金
1567,001846,国寿安保稳健回报混合A,http://fund.eastmoney.com/001846.html,混合型,吴闻,国寿安保基金
1571,001850,国泰安益灵活配置混合A,http://fund.eastmoney.com/001850.html,混合型,樊利安,国泰基金
1572,001851,中融强国制造混合,http://fund.eastmoney.com/001851.html,混合型,沈潼,中融基金
1573,001852,融通中国风1号灵活配置混合,http://fund.eastmoney.com/001852.html,混合型,范琨,融通基金
1576,001856,易方达环保主题混合,http://fund.eastmoney.com/001856.html,混合型,王超,易方达基金
1580,001861,富安达健康人生混合,http://fund.eastmoney.com/001861.html,混合型,李守峰,富安达基金
1583,001864,中海魅力长三角混合,http://fund.eastmoney.com/001864.html,混合型,于航,中海基金
1584,001865,前海开源事件驱动混合C,http://fund.eastmoney.com/001865.html,混合型,王霞,前海开源基金
1585,001866,北信瑞丰新成长,http://fund.eastmoney.com/001866.html,混合型,于军华,北信瑞丰
1588,001869,招商制造业混合A,http://fund.eastmoney.com/001869.html,混合型,王景,招商基金
1593,001874,前海开源沪港深价值精选混合,http://fund.eastmoney.com/001874.html,混合型,曲扬,前海开源基金
1594,001875,前海开源沪港深优势精选混合,http://fund.eastmoney.com/001875.html,混合型,曲扬,前海开源基金
1598,001879,长城创新动力灵活配置混合,http://fund.eastmoney.com/001879.html,混合型,赵波,长城基金
1599,001880,长城中国智造灵活配置混合,http://fund.eastmoney.com/001880.html,混合型,谭小兵,长城基金
1600,001881,中欧新趋势混合(LOF)E,http://fund.eastmoney.com/001881.html,混合型,周蔚文,中欧基金
1601,001882,中欧价值发现混合E,http://fund.eastmoney.com/001882.html,混合型,曹名长,中欧基金
1602,001883,中欧新动力混合(LOF)E,http://fund.eastmoney.com/001883.html,混合型,王健,中欧基金
1604,001885,中欧新蓝筹混合E,http://fund.eastmoney.com/001885.html,混合型,周蔚文,中欧基金
1605,001886,中欧行业成长混合(LOF),http://fund.eastmoney.com/001886.html,混合型,李欣,中欧基金
1606,001887,中欧价值智选混合E,http://fund.eastmoney.com/001887.html,混合型,吴鹏飞,中欧基金
1607,001888,中欧盛世成长混合(LOF),http://fund.eastmoney.com/001888.html,混合型,魏博,中欧基金
1609,001890,中欧精选定期开放混合E,http://fund.eastmoney.com/001890.html,混合型,周蔚文,中欧基金
1610,001891,中欧成长优选混合E,http://fund.eastmoney.com/001891.html,混合型,庄波,中欧基金
1611,001892,长盛新兴成长混合,http://fund.eastmoney.com/001892.html,混合型,赵楠,长盛基金
1615,001896,泰达宏利绝对混合,http://fund.eastmoney.com/001896.html,混合型,刘欣,泰达宏利基金
1616,001897,九泰久盛量化先锋混合A,http://fund.eastmoney.com/001897.html,混合型,孟亚强,九泰基金
1617,001898,易方达大健康混合,http://fund.eastmoney.com/001898.html,混合型,萧楠,易方达基金
1619,001901,前海开源沪港深隆鑫混合A,http://fund.eastmoney.com/001901.html,混合型,赵雪芹,前海开源基金
