code,name,url,type,manager,company
2955,003356,招商稳祥定开灵活混合C,http://fund.eastmoney.com/003356.html,混合型,康晶,招商基金
2961,003362,国联安睿利定开混合,http://fund.eastmoney.com/003362.html,混合型,侯慧娣,国联安基金
2966,003367,鹏华兴合定期开放混合A,http://fund.eastmoney.com/003367.html,混合型,李韵怡,鹏华基金
2967,003368,鹏华兴合定期开放混合C,http://fund.eastmoney.com/003368.html,混合型,李韵怡,鹏华基金
2972,003373,大成景禄灵活配置混合A,http://fund.eastmoney.com/003373.html,混合型,黄万青,大成基金
2973,003374,大成景禄灵活配置混合C,http://fund.eastmoney.com/003374.html,混合型,黄万青,大成基金
2976,003378,泰康策略优选混合,http://fund.eastmoney.com/003378.html,混合型,桂跃强,泰康资产
2977,003379,信诚至选混合A,http://fund.eastmoney.com/003379.html,混合型,提云涛,信诚基金
2978,003380,信诚至选混合C,http://fund.eastmoney.com/003380.html,混合型,提云涛,信诚基金
2994,003396,东方红优享红利混合,http://fund.eastmoney.com/003396.html,混合型,刚登峰,上海东方证券资产管理
2995,003397,银华体育文化灵活配置混合,http://fund.eastmoney.com/003397.html,混合型,周思聪,银华基金
3001,003403,华商瑞丰混合,http://fund.eastmoney.com/003403.html,混合型,张永志,华商基金
3002,003404,招商稳盛定开混合A,http://fund.eastmoney.com/003404.html,混合型,滕越,招商基金
3003,003405,招商稳盛定开混合C,http://fund.eastmoney.com/003405.html,混合型,滕越,招商基金
3009,003411,鹏华弘康灵活配置混合A,http://fund.eastmoney.com/003411.html,混合型,周恩源,鹏华基金
3010,003412,鹏华弘康灵活配置混合C,http://fund.eastmoney.com/003412.html,混合型,周恩源,鹏华基金
3011,003413,华泰柏瑞新经济沪港深混合,http://fund.eastmoney.com/003413.html,混合型,黄明仁,华泰柏瑞基金
3012,003414,泰达宏利创金混合A,http://fund.eastmoney.com/003414.html,混合型,庄腾飞,泰达宏利基金
3013,003415,泰达宏利创金混合C,http://fund.eastmoney.com/003415.html,混合型,庄腾飞,泰达宏利基金
3030,003432,信诚至瑞灵活配置A,http://fund.eastmoney.com/003432.html,混合型,提云涛,信诚基金
3031,003433,信诚至瑞灵活配置C,http://fund.eastmoney.com/003433.html,混合型,提云涛,信诚基金
3032,003434,博时鑫泽灵活配置混合A,http://fund.eastmoney.com/003434.html,混合型,王曦,博时基金
3033,003435,博时鑫泽灵活配置混合C,http://fund.eastmoney.com/003435.html,混合型,王曦,博时基金
3034,003436,博时鑫丰混合A,http://fund.eastmoney.com/003436.html,混合型,王曦,博时基金
3035,003437,博时鑫丰混合C,http://fund.eastmoney.com/003437.html,混合型,王曦,博时基金
3043,003446,英大睿鑫A,http://fund.eastmoney.com/003446.html,混合型,袁忠伟,英大基金
3044,003447,英大睿鑫C,http://fund.eastmoney.com/003447.html,混合型,袁忠伟,英大基金
3053,003456,信达澳银新目标混合,http://fund.eastmoney.com/003456.html,混合型,冯士祯,信达澳银基金
3059,003462,新华鑫盛灵活配置混合,http://fund.eastmoney.com/003462.html,混合型,崔建波,新华基金
3073,003476,南方安颐养老,http://fund.eastmoney.com/003476.html,混合型,吴剑毅,南方基金
3074,003477,南方睿见混合,http://fund.eastmoney.com/003477.html,混合型,刘霄汉,南方基金
3081,003484,金鹰鑫益混合A,http://fund.eastmoney.com/003484.html,混合型,黄艳芳,金鹰基金
3082,003485,金鹰鑫益混合C,http://fund.eastmoney.com/003485.html,混合型,黄艳芳,金鹰基金
3086,003490,长盛盛平灵活配置混合A,http://fund.eastmoney.com/003490.html,混合型,杨衡,长盛基金
3087,003491,长盛盛平灵活配置混合C,http://fund.eastmoney.com/003491.html,混合型,杨衡,长盛基金
3089,003493,申万菱信安鑫优选混合A,http://fund.eastmoney.com/003493.html,混合型,叶瑜珍,申万菱信基金
3090,003494,富国天惠成长混合C,http://fund.eastmoney.com/003494.html,混合型,朱少醒,富国基金
3091,003495,鹏华弘尚灵活配置混合A,http://fund.eastmoney.com/003495.html,混合型,周恩源,鹏华基金
3092,003496,鹏华弘尚灵活配置混合C,http://fund.eastmoney.com/003496.html,混合型,周恩源,鹏华基金
3097,003501,泰达睿智稳健灵活配置混合,http://fund.eastmoney.com/003501.html,混合型,刘欣,泰达宏利基金
3098,003502,金鹰鑫瑞混合A,http://fund.eastmoney.com/003502.html,混合型,黄艳芳,金鹰基金
3099,003503,金鹰鑫瑞混合C,http://fund.eastmoney.com/003503.html,混合型,黄艳芳,金鹰基金
3104,003508,华安睿安定开混合A,http://fund.eastmoney.com/003508.html,混合型,朱才敏,华安基金
3105,003509,华安睿安定开混合C,http://fund.eastmoney.com/003509.html,混合型,朱才敏,华安基金
3108,003512,申万菱信安鑫优选混合C,http://fund.eastmoney.com/003512.html,混合型,叶瑜珍,申万菱信基金
3109,003513,中邮消费升级,http://fund.eastmoney.com/003513.html,混合型,周楠,中邮基金
3112,003516,国泰融安多策略灵活配置混合,http://fund.eastmoney.com/003516.html,混合型,樊利安,国泰基金
3136,003541,国联安睿智定开混合,http://fund.eastmoney.com/003541.html,混合型,薛琳,国联安基金
3143,003550,泰达改革动力混合C,http://fund.eastmoney.com/003550.html,混合型,刘欣,泰达宏利基金
3147,003554,泰达宏利大数据混合C,http://fund.eastmoney.com/003554.html,混合型,刘欣,泰达宏利基金
3148,003555,华泰柏瑞睿利混合A,http://fund.eastmoney.com/003555.html,混合型,杨景涵,华泰柏瑞基金
3149,003556,华泰柏瑞睿利混合C,http://fund.eastmoney.com/003556.html,混合型,杨景涵,华泰柏瑞基金
3152,003559,平安大华量化成长混合A,http://fund.eastmoney.com/003559.html,混合型,施旭,平安大华基金
3153,003560,平安大华量化成长混合C,http://fund.eastmoney.com/003560.html,混合型,施旭,平安大华基金
3154,003561,诺德成长精选A,http://fund.eastmoney.com/003561.html,混合型,郝旭东,诺德基金
3155,003562,诺德成长精选C,http://fund.eastmoney.com/003562.html,混合型,郝旭东,诺德基金
3159,003567,华夏行业景气混合,http://fund.eastmoney.com/003567.html,混合型,陈虎,华夏基金
3172,003580,泰康沪港深价值优选混合,http://fund.eastmoney.com/003580.html,混合型,彭一博,泰康资产
3173,003581,前海联合国民健康混合,http://fund.eastmoney.com/003581.html,混合型,林材,前海联合
3174,003582,中金量化多策略混合,http://fund.eastmoney.com/003582.html,混合型,魏孛,中金基金
3178,003586,先锋精一混合A,http://fund.eastmoney.com/003586.html,混合型,王颢,先锋基金
3179,003587,先锋精一混合C,http://fund.eastmoney.com/003587.html,混合型,王颢,先锋基金
3183,003591,华泰柏瑞享利混合A,http://fund.eastmoney.com/003591.html,混合型,杨景涵,华泰柏瑞基金
3184,003592,华泰柏瑞享利混合C,http://fund.eastmoney.com/003592.html,混合型,杨景涵,华泰柏瑞基金
3185,003593,国泰景气行业灵活配置混合,http://fund.eastmoney.com/003593.html,混合型,杨飞,国泰基金
3186,003594,长盛盛崇灵活配置混合A,http://fund.eastmoney.com/003594.html,混合型,杨衡,长盛基金
3187,003595,长盛盛崇灵活配置混合C,http://fund.eastmoney.com/003595.html,混合型,杨衡,长盛基金
3188,003596,长盛盛腾混合A,http://fund.eastmoney.com/003596.html,混合型,杨衡,长盛基金
3189,003597,长盛盛腾混合C,http://fund.eastmoney.com/003597.html,混合型,杨衡,长盛基金
3190,003598,华商润丰灵活配置混合,http://fund.eastmoney.com/003598.html,混合型,鲁宁,华商基金
3191,003601,申万菱信安鑫精选混合A,http://fund.eastmoney.com/003601.html,混合型,叶瑜珍,申万菱信基金
3192,003602,申万菱信安鑫精选混合C,http://fund.eastmoney.com/003602.html,混合型,叶瑜珍,申万菱信基金
3193,003603,景顺长城泰安回报混合A,http://fund.eastmoney.com/003603.html,混合型,万梦,景顺长城基金
3194,003604,景顺长城泰安回报混合C,http://fund.eastmoney.com/003604.html,混合型,万梦,景顺长城基金
3198,003610,南方荣安A,http://fund.eastmoney.com/003610.html,混合型,李璇,南方基金
3199,003611,南方荣安C,http://fund.eastmoney.com/003611.html,混合型,李璇,南方基金
3208,003620,招商睿乾混合,http://fund.eastmoney.com/003620.html,混合型,姚爽,招商基金
3213,003626,平安鑫利定开,http://fund.eastmoney.com/003626.html,混合型,WANG AO(汪澳),平安大华基金
3219,003632,招商稳乾定开混合A,http://fund.eastmoney.com/003632.html,混合型,康晶,招商基金
3220,003633,招商稳乾定开混合C,http://fund.eastmoney.com/003633.html,混合型,康晶,招商基金
3226,003641,长盛盛丰灵活配置混合A,http://fund.eastmoney.com/003641.html,混合型,杨衡,长盛基金
3227,003642,长盛盛丰灵活配置混合C,http://fund.eastmoney.com/003642.html,混合型,杨衡,长盛基金
3236,003655,信达澳银新财富混合,http://fund.eastmoney.com/003655.html,混合型,冯士祯,信达澳银基金
3239,003658,长盛量化多策略灵活配置混合,http://fund.eastmoney.com/003658.html,混合型,王超,长盛基金
3240,003659,山西策略灵活配置混合,http://fund.eastmoney.com/003659.html,混合型,蔡文,山西证券
3244,003663,鹏华兴泰定期开放混合,http://fund.eastmoney.com/003663.html,混合型,刘方正,鹏华基金
3247,003666,天弘金明灵活配置混合,http://fund.eastmoney.com/003666.html,混合型,钱文成,天弘基金
3248,003667,天弘安盈混合,http://fund.eastmoney.com/003667.html,混合型,姜晓丽,天弘基金
3251,003670,中融物联网主题灵活配置混合,http://fund.eastmoney.com/003670.html,混合型,孔学兵,中融基金
3265,003684,汇安丰融混合A,http://fund.eastmoney.com/003684.html,混合型,仇秉则,汇安基金
3266,003685,汇安丰融混合C,http://fund.eastmoney.com/003685.html,混合型,仇秉则,汇安基金
3267,003686,国泰丰益灵活配置混合A,http://fund.eastmoney.com/003686.html,混合型,樊利安,国泰基金
3268,003687,国泰丰益灵活配置混合C,http://fund.eastmoney.com/003687.html,混合型,樊利安,国泰基金
3269,003689,国泰鸿益灵活配置混合A,http://fund.eastmoney.com/003689.html,混合型,樊利安,国泰基金
3270,003690,国泰鸿益灵活配置混合C,http://fund.eastmoney.com/003690.html,混合型,樊利安,国泰基金
3272,003692,大成景尚灵活配置混合A,http://fund.eastmoney.com/003692.html,混合型,王磊,大成基金
3273,003693,大成景尚灵活配置混合C,http://fund.eastmoney.com/003693.html,混合型,王磊,大成基金
3274,003694,国泰景益灵活配置混合A,http://fund.eastmoney.com/003694.html,混合型,樊利安,国泰基金
3275,003695,国泰景益灵活配置混合C,http://fund.eastmoney.com/003695.html,混合型,樊利安,国泰基金
3277,003697,华夏睿磐泰盛定开混合,http://fund.eastmoney.com/003697.html,混合型,张弘弢,华夏基金
3278,003698,华夏新锦祥混合A,http://fund.eastmoney.com/003698.html,混合型,祝灿,华夏基金
3279,003699,华夏新锦祥混合C,http://fund.eastmoney.com/003699.html,混合型,祝灿,华夏基金
3284,003704,光大保德信事件驱动混合,http://fund.eastmoney.com/003704.html,混合型,赵大年,光大保德信基金
3293,003713,英大睿盛A,http://fund.eastmoney.com/003713.html,混合型,袁忠伟,英大基金
3294,003714,英大睿盛C,http://fund.eastmoney.com/003714.html,混合型,袁忠伟,英大基金
3295,003715,宝盈消费主题混合,http://fund.eastmoney.com/003715.html,混合型,段鹏程,宝盈基金
3297,003717,中银量化精选混合,http://fund.eastmoney.com/003717.html,混合型,赵志华,中银基金
3311,003734,万家瑞盈灵活配置混合A,http://fund.eastmoney.com/003734.html,混合型,高翰昆,万家基金
3312,003735,万家瑞盈灵活配置混合C,http://fund.eastmoney.com/003735.html,混合型,高翰昆,万家基金
3313,003736,新华华荣灵活配置混合,http://fund.eastmoney.com/003736.html,混合型,张永超,新华基金
3314,003738,新华华瑞灵活配置混合,http://fund.eastmoney.com/003738.html,混合型,张永超,新华基金
3315,003739,新华鑫弘灵活配置混合,http://fund.eastmoney.com/003739.html,混合型,张永超,新华基金
3324,003749,创金合信鑫收益混合A,http://fund.eastmoney.com/003749.html,混合型,李晗,创金合信基金
3325,003750,创金合信鑫收益混合C,http://fund.eastmoney.com/003750.html,混合型,李晗,创金合信基金
3326,003751,万家瑞隆灵活配置混合,http://fund.eastmoney.com/003751.html,混合型,高翰昆,万家基金
3329,003754,国泰普益混合A,http://fund.eastmoney.com/003754.html,混合型,樊利安,国泰基金
3330,003755,国泰普益混合C,http://fund.eastmoney.com/003755.html,混合型,樊利安,国泰基金
3331,003756,国泰嘉益灵活配置混合A,http://fund.eastmoney.com/003756.html,混合型,樊利安,国泰基金
3332,003757,国泰嘉益灵活配置混合C,http://fund.eastmoney.com/003757.html,混合型,樊利安,国泰基金
3333,003758,国泰稳益定开灵活配置混合A,http://fund.eastmoney.com/003758.html,混合型,樊利安,国泰基金
3334,003759,国泰稳益定开灵活配置混合C,http://fund.eastmoney.com/003759.html,混合型,樊利安,国泰基金
3335,003760,国泰宁益定期开放灵活配置混合A,http://fund.eastmoney.com/003760.html,混合型,樊利安,国泰基金
3336,003761,国泰宁益定期开放灵活配置混合C,http://fund.eastmoney.com/003761.html,混合型,樊利安,国泰基金
3337,003762,国开开泰灵活配置混合A,http://fund.eastmoney.com/003762.html,混合型,洪宴,国开泰富基金
3338,003763,国开开泰灵活配置混合C,http://fund.eastmoney.com/003763.html,混合型,洪宴,国开泰富基金
3343,003769,中银品质生活混合,http://fund.eastmoney.com/003769.html,混合型,王帅,中银基金
3345,003772,国联安鑫盛混合A,http://fund.eastmoney.com/003772.html,混合型,侯慧娣,国联安基金
3346,003773,国联安鑫盛混合C,http://fund.eastmoney.com/003773.html,混合型,侯慧娣,国联安基金
3349,003778,上投安瑞回报A,http://fund.eastmoney.com/003778.html,混合型,聂曙光,上投摩根基金
3350,003779,上投安瑞回报C,http://fund.eastmoney.com/003779.html,混合型,聂曙光,上投摩根基金
3351,003780,鹏华兴悦定期开放混合,http://fund.eastmoney.com/003780.html,混合型,刘方正,鹏华基金
3352,003781,鹏华兴裕定期开放混合,http://fund.eastmoney.com/003781.html,混合型,刘方正,鹏华基金
3353,003782,招商稳阳定开混合A,http://fund.eastmoney.com/003782.html,混合型,滕越,招商基金
3354,003783,招商稳阳定开混合C,http://fund.eastmoney.com/003783.html,混合型,滕越,招商基金
3355,003784,招商稳泰定开混合,http://fund.eastmoney.com/003784.html,混合型,康晶,招商基金
3364,003797,华安新瑞利混合A,http://fund.eastmoney.com/003797.html,混合型,石雨欣,华安基金
3365,003798,华安新瑞利混合C,http://fund.eastmoney.com/003798.html,混合型,石雨欣,华安基金
3366,003799,华安新泰利灵活配置混合A,http://fund.eastmoney.com/003799.html,混合型,朱才敏,华安基金
3367,003800,华安新泰利灵活配置混合C,http://fund.eastmoney.com/003800.html,混合型,朱才敏,华安基金
3368,003801,华安新安平混合A,http://fund.eastmoney.com/003801.html,混合型,石雨欣,华安基金
3369,003802,华安新安平混合C,http://fund.eastmoney.com/003802.html,混合型,石雨欣,华安基金
3370,003803,华安新丰利灵活配置混合A,http://fund.eastmoney.com/003803.html,混合型,孙丽娜,华安基金
3371,003804,华安新丰利灵活配置混合C,http://fund.eastmoney.com/003804.html,混合型,孙丽娜,华安基金
3372,003805,华安新恒利混合A,http://fund.eastmoney.com/003805.html,混合型,石雨欣,华安基金
3373,003806,华安新恒利混合C,http://fund.eastmoney.com/003806.html,混合型,石雨欣,华安基金
3374,003807,南方荣优鑫年享定开混合A,http://fund.eastmoney.com/003807.html,混合型,李璇,南方基金
3375,003808,南方荣优鑫年享定开混合C,http://fund.eastmoney.com/003808.html,混合型,李璇,南方基金
3380,003813,泰康金泰3月定开混合,http://fund.eastmoney.com/003813.html,混合型,蒋利娟,泰康资产
3387,003820,华夏新锦鸿混合A,http://fund.eastmoney.com/003820.html,混合型,何家琪,华夏基金
3388,003821,华夏新锦鸿混合C,http://fund.eastmoney.com/003821.html,混合型,何家琪,华夏基金
3393,003828,鹏华兴惠定期开放混合,http://fund.eastmoney.com/003828.html,混合型,李韵怡,鹏华基金
3394,003830,建信鑫悦回报灵活配置混合,http://fund.eastmoney.com/003830.html,混合型,牛兴华,建信基金
3395,003831,建信鑫瑞回报灵活配置混合,http://fund.eastmoney.com/003831.html,混合型,牛兴华,建信基金
3399,003835,鹏华沪深港新兴成长混合,http://fund.eastmoney.com/003835.html,混合型,胡东健,鹏华基金
3403,003839,易方达瑞通灵活配置混合A,http://fund.eastmoney.com/003839.html,混合型,张清华,易方达基金
3404,003840,易方达瑞通灵活配置混合C,http://fund.eastmoney.com/003840.html,混合型,张清华,易方达基金
3406,003842,中邮景泰灵活配置混合A,http://fund.eastmoney.com/003842.html,混合型,吴昊,中邮基金
3407,003843,中邮景泰灵活配置混合C,http://fund.eastmoney.com/003843.html,混合型,吴昊,中邮基金
3409,003845,汇安丰恒灵活配置混合A,http://fund.eastmoney.com/003845.html,混合型,仇秉则,汇安基金
3410,003846,汇安丰恒灵活配置混合C,http://fund.eastmoney.com/003846.html,混合型,仇秉则,汇安基金
3412,003848,中银广利灵活配置混合A,http://fund.eastmoney.com/003848.html,混合型,苗婷,中银基金
3413,003849,中银广利灵活配置混合C,http://fund.eastmoney.com/003849.html,混合型,苗婷,中银基金
3414,003850,中银锦利灵活配置混合A,http://fund.eastmoney.com/003850.html,混合型,杨成,中银基金
3415,003851,中银锦利灵活配置混合C,http://fund.eastmoney.com/003851.html,混合型,杨成,中银基金
3418,003854,汇安丰华混合A,http://fund.eastmoney.com/003854.html,混合型,仇秉则,汇安基金
3419,003855,汇安丰华混合C,http://fund.eastmoney.com/003855.html,混合型,仇秉则,汇安基金
3420,003856,国都聚鑫定期开放混合,http://fund.eastmoney.com/003856.html,混合型,张崴,国都证券
3421,003857,前海开源周期优选混合A,http://fund.eastmoney.com/003857.html,混合型,谢屹,前海开源基金
3422,003858,前海开源周期优选混合C,http://fund.eastmoney.com/003858.html,混合型,谢屹,前海开源基金
3425,003861,招商兴福混合A,http://fund.eastmoney.com/003861.html,混合型,张韵,招商基金
3426,003862,招商兴福混合C,http://fund.eastmoney.com/003862.html,混合型,张韵,招商基金
3438,003877,富国久利稳健配置混合A,http://fund.eastmoney.com/003877.html,混合型,陈连权,富国基金
3439,003878,富国久利稳健配置混合C,http://fund.eastmoney.com/003878.html,混合型,陈连权,富国基金
3443,003882,易方达瑞弘混合A,http://fund.eastmoney.com/003882.html,混合型,张清华,易方达基金
3444,003883,易方达瑞弘混合C,http://fund.eastmoney.com/003883.html,混合型,张清华,易方达基金
3445,003884,汇安丰泰灵活配置混合A,http://fund.eastmoney.com/003884.html,混合型,仇秉则,汇安基金
3446,003885,汇安丰泰灵活配置混合C,http://fund.eastmoney.com/003885.html,混合型,仇秉则,汇安基金
3447,003886,汇安丰利混合A,http://fund.eastmoney.com/003886.html,混合型,仇秉则,汇安基金
3448,003887,汇安丰利混合C,http://fund.eastmoney.com/003887.html,混合型,仇秉则,汇安基金
3450,003889,汇安丰泽混合A,http://fund.eastmoney.com/003889.html,混合型,仇秉则,汇安基金
3451,003890,汇安丰泽混合C,http://fund.eastmoney.com/003890.html,混合型,仇秉则,汇安基金
3454,003895,安信新视野灵活配置混合A,http://fund.eastmoney.com/003895.html,混合型,杨凯玮,安信基金
3455,003896,安信新视野灵活配置混合C,http://fund.eastmoney.com/003896.html,混合型,杨凯玮,安信基金
3459,003900,交银瑞鑫定开混合,http://fund.eastmoney.com/003900.html,混合型,李娜,交银施罗德基金
3460,003901,交银瑞景定开混合,http://fund.eastmoney.com/003901.html,混合型,李娜,交银施罗德基金
3463,003906,华夏新锦图混合A,http://fund.eastmoney.com/003906.html,混合型,宋洋,华夏基金
3464,003907,华夏新锦图混合C,http://fund.eastmoney.com/003907.html,混合型,宋洋,华夏基金
3469,003912,泰达宏利启富混合A,http://fund.eastmoney.com/003912.html,混合型,庞宝臣,泰达宏利基金
3470,003913,泰达宏利启富混合C,http://fund.eastmoney.com/003913.html,混合型,庞宝臣,泰达宏利基金
3471,003914,泰达宏利启迪灵活配置混合A,http://fund.eastmoney.com/003914.html,混合型,庞宝臣,泰达宏利基金
3472,003915,泰达宏利启迪灵活配置混合C,http://fund.eastmoney.com/003915.html,混合型,庞宝臣,泰达宏利基金
3473,003916,泰达宏利启泽灵活配置混合A,http://fund.eastmoney.com/003916.html,混合型,丁宇佳,泰达宏利基金
3474,003917,泰达宏利启泽灵活配置混合C,http://fund.eastmoney.com/003917.html,混合型,丁宇佳,泰达宏利基金
3475,003918,泰达宏利启明灵活配置混合A,http://fund.eastmoney.com/003918.html,混合型,庞宝臣,泰达宏利基金
3476,003919,泰达宏利启明灵活配置混合C,http://fund.eastmoney.com/003919.html,混合型,庞宝臣,泰达宏利基金
3477,003922,长盛盛康灵活配置混合A,http://fund.eastmoney.com/003922.html,混合型,杨衡,长盛基金
3478,003923,长盛盛康灵活配置混合C,http://fund.eastmoney.com/003923.html,混合型,杨衡,长盛基金
3479,003924,长盛盛泰灵活配置混合A,http://fund.eastmoney.com/003924.html,混合型,杨衡,长盛基金
3480,003925,长盛盛泰灵活配置混合C,http://fund.eastmoney.com/003925.html,混合型,李琪,长盛基金
3493,003938,南方荣尊定开混合A,http://fund.eastmoney.com/003938.html,混合型,李璇,南方基金
3494,003939,南方荣尊定开混合C,http://fund.eastmoney.com/003939.html,混合型,李璇,南方基金
3495,003940,银华盛世精选灵活配置混合发,http://fund.eastmoney.com/003940.html,混合型,李晓星,银华基金
3496,003941,国泰鑫益灵活配置混合A,http://fund.eastmoney.com/003941.html,混合型,樊利安,国泰基金
3497,003942,国泰鑫益灵活配置混合C,http://fund.eastmoney.com/003942.html,混合型,樊利安,国泰基金
3498,003943,国泰泽益灵活配置混合A,http://fund.eastmoney.com/003943.html,混合型,樊利安,国泰基金
3499,003944,国泰泽益灵活配置混合C,http://fund.eastmoney.com/003944.html,混合型,樊利安,国泰基金
3500,003945,国泰众益灵活配置混合A,http://fund.eastmoney.com/003945.html,混合型,樊利安,国泰基金
3501,003946,国泰众益灵活配置混合C,http://fund.eastmoney.com/003946.html,混合型,樊利安,国泰基金
3503,003950,博时鑫润混合A,http://fund.eastmoney.com/003950.html,混合型,王申,博时基金
3504,003951,博时鑫润混合C,http://fund.eastmoney.com/003951.html,混合型,王申,博时基金
3507,003954,华泰柏瑞价值精选30混合,http://fund.eastmoney.com/003954.html,混合型,杨景涵,华泰柏瑞基金
3508,003955,国泰民丰回报定开混合,http://fund.eastmoney.com/003955.html,混合型,程洲,国泰基金
3510,003957,安信新起点混合A,http://fund.eastmoney.com/003957.html,混合型,袁玮,安信基金
3511,003958,安信新起点混合C,http://fund.eastmoney.com/003958.html,混合型,袁玮,安信基金
3512,003959,平安大华量化混合A,http://fund.eastmoney.com/003959.html,混合型,刘俊廷,平安大华基金
3513,003960,平安大华量化混合C,http://fund.eastmoney.com/003960.html,混合型,刘俊廷,平安大华基金
3514,003961,易方达瑞程灵活配置混合A,http://fund.eastmoney.com/003961.html,混合型,张清华,易方达基金
3515,003962,易方达瑞程灵活配置混合C,http://fund.eastmoney.com/003962.html,混合型,张清华,易方达基金
3517,003964,华夏新锦略混合A,http://fund.eastmoney.com/003964.html,混合型,毛颖,华夏基金
3518,003965,华夏新锦略混合C,http://fund.eastmoney.com/003965.html,混合型,毛颖,华夏基金
3519,003966,中银润利混合A,http://fund.eastmoney.com/003966.html,混合型,涂海强,中银基金
3520,003967,中银润利混合C,http://fund.eastmoney.com/003967.html,混合型,涂海强,中银基金
3523,003970,华泰柏瑞兴利混合A,http://fund.eastmoney.com/003970.html,混合型,杨景涵,华泰柏瑞基金
3524,003971,华泰柏瑞兴利混合C,http://fund.eastmoney.com/003971.html,混合型,杨景涵,华泰柏瑞基金
3527,003974,中信建投睿泰灵活配置混合A,http://fund.eastmoney.com/003974.html,混合型,周户,中信建投基金
3528,003975,中信建投睿泰灵活配置混合C,http://fund.eastmoney.com/003975.html,混合型,周户,中信建投基金
3533,003980,中银证券瑞益混合A,http://fund.eastmoney.com/003980.html,混合型,罗众球,中银国际证券
3534,003981,中银证券瑞益混合C,http://fund.eastmoney.com/003981.html,混合型,罗众球,中银国际证券
3544,003991,富国富利稳健配置混合A,http://fund.eastmoney.com/003991.html,混合型,陈连权,富国基金
3545,003992,富国富利稳健配置混合C,http://fund.eastmoney.com/003992.html,混合型,陈连权,富国基金
3546,003993,前海开源沪港深核心驱动混合,http://fund.eastmoney.com/003993.html,混合型,丁骏,前海开源基金
3553,004000,泰达睿选稳健混合,http://fund.eastmoney.com/004000.html,混合型,刘欣,泰达宏利基金
3556,004003,泰达宏利启惠灵活配置混合A,http://fund.eastmoney.com/004003.html,混合型,丁宇佳,泰达宏利基金
3557,004004,泰达宏利启惠灵活配置混合C,http://fund.eastmoney.com/004004.html,混合型,丁宇佳,泰达宏利基金
3558,004005,东方民丰回报赢安混合A,http://fund.eastmoney.com/004005.html,混合型,王然,东方基金
3559,004006,东方民丰回报赢安混合C,http://fund.eastmoney.com/004006.html,混合型,王然,东方基金
3561,004008,中融鑫思路混合A,http://fund.eastmoney.com/004008.html,混合型,沈潼,中融基金
3562,004009,中融鑫思路混合C,http://fund.eastmoney.com/004009.html,混合型,沈潼,中融基金
3563,004010,华泰柏瑞鼎利灵活配置混合A,http://fund.eastmoney.com/004010.html,混合型,杨景涵,华泰柏瑞基金
3564,004011,华泰柏瑞鼎利灵活配置混合C,http://fund.eastmoney.com/004011.html,混合型,杨景涵,华泰柏瑞基金
3565,004012,华泰柏瑞裕利混合A,http://fund.eastmoney.com/004012.html,混合型,杨景涵,华泰柏瑞基金
3566,004013,华泰柏瑞裕利混合C,http://fund.eastmoney.com/004013.html,混合型,杨景涵,华泰柏瑞基金
3567,004014,华泰柏瑞锦利混合A,http://fund.eastmoney.com/004014.html,混合型,杨景涵,华泰柏瑞基金
3568,004015,华泰柏瑞锦利混合C,http://fund.eastmoney.com/004015.html,混合型,杨景涵,华泰柏瑞基金
3569,004018,招商兴华灵活配置混合A,http://fund.eastmoney.com/004018.html,混合型,张韵,招商基金
3570,004019,招商兴华灵活配置混合C,http://fund.eastmoney.com/004019.html,混合型,张韵,招商基金
3574,004023,广发量化稳健混合,http://fund.eastmoney.com/004023.html,混合型,刘杰,广发基金
3587,004036,鹏华弘樽灵活配置混合A,http://fund.eastmoney.com/004036.html,混合型,李韵怡,鹏华基金
3588,004037,鹏华弘樽灵活配置混合C,http://fund.eastmoney.com/004037.html,混合型,李韵怡,鹏华基金
3591,004040,金鹰鑫富混合A,http://fund.eastmoney.com/004040.html,混合型,刘丽娟,金鹰基金
3592,004041,金鹰鑫富混合C,http://fund.eastmoney.com/004041.html,混合型,刘丽娟,金鹰基金
3596,004046,华夏新锦顺混合A,http://fund.eastmoney.com/004046.html,混合型,魏镇江,华夏基金
3597,004047,华夏新锦顺混合C,http://fund.eastmoney.com/004047.html,混合型,魏镇江,华夏基金
3598,004048,华夏新锦汇混合A,http://fund.eastmoney.com/004048.html,混合型,祝灿,华夏基金
3599,004049,华夏新锦汇混合C,http://fund.eastmoney.com/004049.html,混合型,祝灿,华夏基金
3600,004050,华夏新锦升混合A,http://fund.eastmoney.com/004050.html,混合型,魏镇江,华夏基金
3601,004051,华夏新锦升混合C,http://fund.eastmoney.com/004051.html,混合型,魏镇江,华夏基金
3612,004064,交银瑞利定期开放灵活配置混,http://fund.eastmoney.com/004064.html,混合型,李娜,交银施罗德基金
3613,004065,中融量化多因子混合A,http://fund.eastmoney.com/004065.html,混合型,赵菲,中融基金
3615,004067,中融鑫回报混合A,http://fund.eastmoney.com/004067.html,混合型,姜涛,中融基金
3616,004068,中融鑫回报混合C,http://fund.eastmoney.com/004068.html,混合型,姜涛,中融基金
3622,004076,国联安锐意成长混合,http://fund.eastmoney.com/004076.html,混合型,王超伟,国联安基金
3627,004081,国联安鑫乾混合A,http://fund.eastmoney.com/004081.html,混合型,薛琳,国联安基金
3628,004082,国联安鑫乾混合C,http://fund.eastmoney.com/004082.html,混合型,薛琳,国联安基金
