code,return,beta,alpha,r_squared,std,up_days,max_rate,min_rate
001865,0.16131639255,0.651967803261,0.134422354198,27.0364530591,1.00724205165,223,5.95,-4.42
001866,0.0504852086575,0.276683961993,0.0218033255494,40.0087923513,0.351389534173,198,1.32,-2.27
001869,0.185456313831,0.93411535847,0.15990642082,68.7660824902,0.904890290727,226,3.31,-5.04
001881,0.128340125711,1.34830315887,0.104763415143,90.4285316777,1.13898333581,247,3.38,-6.49
001882,0.169024786431,1.20170750722,0.144749697094,78.6022339402,1.08883954969,245,4.23,-6.36
001883,0.0686745561766,1.52650522451,0.045946796705,91.9111794443,1.27907698052,249,4.32,-7.91
001885,0.0956166197364,1.20563309608,0.0713602318269,89.8794073401,1.02156879625,246,3.0,-5.89
001886,0.131368041211,1.45503130934,0.108299781429,88.7870168475,1.24045257215,239,3.83,-7.17
001887,-0.0162626169739,1.44831930062,-0.0393628526318,73.7911302796,1.35439329318,224,9.45,-7.93
001888,-0.00492475541987,1.40105422038,-0.02825016098,83.8047731766,1.2294280649,234,4.37,-7.12
001891,0.0764443877648,0.157632972656,0.0471953481114,26.6996767416,0.245062365649,200,1.16,-1.62
001892,0.066561077972,0.992254693062,0.0412881595945,44.1918582962,1.19904252816,209,6.21,-6.57
001896,0.0193985830446,0.103772852193,-0.0101070451516,17.6539974451,0.198401422378,179,0.6,-1.39
001897,0.105786693841,1.74565195649,0.084102945042,88.3977438897,1.49148752983,247,4.91,-8.15
001903,0.346912811724,0.344396280941,0.318553508757,2.31028098261,1.82015598888,187,37.84,-0.85
001904,0.0698892918,0.0650685303833,0.0401992769846,6.84022136568,0.199856591907,161,1.81,-0.83
001910,0.138189673971,0.47088248518,0.110432948765,72.7582020485,0.443459655397,238,1.41,-2.21
001924,-3.13493341718e-06,1.37521326269,-0.023451646302,88.8140062124,1.17222742937,213,4.27,-6.67
001927,0.304814266086,0.45470248059,0.27698045966,28.6540976192,0.682364638942,213,3.17,-2.71
001928,0.297073357303,0.456788590556,0.269249489063,28.9331922374,0.682181015327,210,3.17,-2.73
001939,0.215401515605,-0.225983757432,0.184324933479,2.09304282458,1.25478906648,171,26.44,-0.39
001951,0.0464323357491,0.544117877625,0.019024502496,29.7370072186,0.801543181154,193,3.57,-4.08
001959,0.123847758189,0.823689629447,0.0977717992015,38.955476164,1.06013676794,194,4.44,-4.93
001967,0.0925503110474,0.596048532283,0.0653898744002,51.35460298,0.6681507996,223,2.55,-3.82
001970,-0.00249887795456,0.135108615214,-0.0318552231989,8.57983125642,0.370532432139,142,1.39,-3.05
001972,0.219444344913,0.537671646051,0.19200580194,33.5212122995,0.746001728975,221,2.94,-4.84
001979,0.0541379262299,0.523045525586,0.0266297047108,42.8760223867,0.64167453471,196,1.93,-3.29
001985,0.307489824961,1.04468182035,0.282466668375,52.1570662245,1.1620104062,228,4.41,-5.78
001990,0.0470635422175,0.767362095112,0.0207192399763,56.1301030284,0.822782376402,227,3.05,-5.93
001997,0.0665906771079,0.224308973212,0.0376592805949,33.8791389595,0.309572962248,196,1.69,-1.39
002001,0.149517945714,0.846672356262,0.123551475979,83.5181359085,0.744230632697,228,2.51,-4.06
002009,0.0411607538647,0.0338602941008,0.0113220636323,12.2411783791,0.0777430670946,218,0.22,-0.41
002010,0.0343378813933,0.0329581059391,0.00449489315446,11.1212770974,0.0793903053113,209,0.21,-0.41
002011,-0.0828439993488,1.57508840452,-0.105340309517,94.9145997827,1.29873630651,236,4.45,-8.09
002013,0.0558147511308,0.0401717495556,0.0260061285467,13.8153595275,0.0868204851652,166,0.79,-0.37
002014,0.0547594129589,0.0422503736693,0.0249606928987,14.095814143,0.0903999165296,163,0.78,-0.28
002015,0.0464733885573,0.175235866948,0.0173082087422,52.3753547868,0.19451006106,186,0.81,-0.9
002016,0.0462150018188,0.176496887034,0.0170558294782,51.5535546395,0.197465077405,185,0.81,-1.01
002017,0.0515824035697,0.0693464256561,0.0219127685622,19.2159902077,0.127079428848,200,0.37,-0.64
002018,0.0401480985732,0.0509682270933,0.0103909101933,31.3011209237,0.0731816402962,244,0.24,-0.46
002019,0.0365547573367,0.0497646067598,0.00679183493353,29.6135878441,0.0734611326881,242,0.25,-0.46
002020,0.108804557558,0.240406336512,0.0799498485638,33.6284208452,0.333023768601,201,1.24,-1.14
002021,0.149176887706,0.869694423689,0.123320094643,84.1851885179,0.761432480646,226,2.5,-4.02
002025,0.0603882659958,0.0281034759976,0.0305221503965,6.55279843296,0.0881920001532,144,0.47,-0.36
002026,0.0552528599338,0.0366455282025,0.0254274385013,10.7242468959,0.0898918134014,142,0.37,-0.38
002027,0.030612045268,0.0144704008696,0.000680981969966,2.42554431497,0.0746377455914,238,0.22,-0.46
002028,0.188212523368,0.085738874815,0.158620981663,0.357939097922,1.15121321889,133,23.78,-1.92
002029,0.109342645288,0.0872222365917,0.0797581702882,19.4200499646,0.158995416601,199,0.69,-0.6
002030,0.0591310833956,0.0724725573266,0.0294763412173,18.8264059919,0.134175256459,159,0.83,-0.56
002031,0.10368604763,0.775955938179,0.0773826862858,85.5339869895,0.673985045597,245,2.43,-3.2
002035,0.0791106549449,0.157234401719,0.0498597165074,41.3343718058,0.196460144562,226,1.46,-1.51
002036,0.193806836518,0.180454677947,0.164666519015,10.0357268659,0.457589748124,175,2.42,-2.09
002039,0.0748538944076,0.0826969124315,0.0452478608536,15.3933631062,0.169318766419,159,0.75,-0.84
002040,0.0640619857528,0.0834264988147,0.0344594279339,14.8524421447,0.173895218551,163,0.74,-0.76
002041,0.097247602544,0.0737762591482,0.0675990711752,11.324696527,0.176110764179,152,0.97,-0.72
002042,0.0885863864639,0.0682076903928,0.0589113265443,10.2869799236,0.170833073889,151,0.98,-0.64
002043,0.0238395569373,0.164504183561,-0.00537674840412,8.69486402305,0.448154856868,195,0.9,-7.95
002045,0.170601208736,0.167949261321,0.141401315676,4.05991026443,0.669579946595,182,9.58,-4.99
002046,0.0205536058541,0.150919785057,-0.00872741529155,36.8909011576,0.199603937205,148,0.91,-1.19
002047,0.0396474932468,0.0438276398941,0.0098562872516,7.81355630547,0.125952348349,154,0.48,-0.49
002049,0.0297638557677,0.0897588248141,0.000191465023916,44.4967748653,0.108092471828,155,0.3,-0.4
002051,0.0337905896726,0.0874397143888,0.00420715073279,42.0918905957,0.108265994991,157,0.39,-0.57
002052,0.0301046252849,0.0807955065007,0.00048953347089,51.2721342993,0.0906419139678,168,0.3,-0.31
002053,0.0152419839686,0.190343329835,-0.0138512241939,53.6430594383,0.208767769203,204,0.62,-1.06
002054,0.0603978451426,0.020719879801,0.0304965542378,3.91081599859,0.084165885647,146,0.58,-0.39
002055,0.0810539297608,0.139737542109,0.0517196366322,34.0156012969,0.192467134921,190,0.68,-0.87
002056,0.0573652531716,0.0226796896917,0.0274732987622,4.77671409041,0.0833594886819,142,0.68,-0.39
002057,0.0702780798268,0.0411514260356,0.0404741244019,14.5486189965,0.0866675584199,160,0.38,-0.38
002058,0.0690243398926,0.0413415782236,0.039221290349,15.6212605669,0.0840255901105,162,0.38,-0.38
002059,0.651502675076,-0.093310865452,0.621058143969,0.0304959769665,4.29233391312,215,90.57,-0.78
002060,0.0354686325895,0.112687662283,0.0060054743713,24.6175931779,0.182446750169,259,0.8,-1.08
002061,0.580116218618,-0.0678668151993,0.54979290246,0.0228848637289,3.60384299039,218,75.62,-4.68
002062,0.111388815435,0.199802227191,0.0823406692713,31.6441437436,0.285322623262,213,1.34,-1.81
002063,0.0994726853858,0.147980993299,0.0701776638947,28.263069369,0.223603621693,207,0.99,-1.03
002068,0.0135535080712,0.078357533476,-0.0160731981978,17.362532806,0.151062537248,250,1.56,-1.48
002071,0.105191616254,0.223430836445,0.0762560363145,15.6151551533,0.454205634156,200,2.5,-2.23
002072,0.258442110176,0.258458886142,0.229673403169,17.4669488095,0.496781600386,200,2.09,-1.68
002075,0.04598921809,0.0384265990119,0.0161722816434,8.81504909145,0.103968586227,151,0.3,-0.4
002079,-0.0714148582188,0.421667537981,-0.0994060424546,12.0234389714,0.976873602659,170,4.96,-7.63
002080,0.0276464746939,0.541231873836,0.000224892576083,29.9917812451,0.793898154831,210,3.66,-3.84
002081,0.0379668665593,0.0372637924938,0.00814439052556,12.6517883858,0.0841576598689,130,0.28,-0.38
002082,0.234581404928,0.344663261818,0.206223373852,11.9629265924,0.80049538499,212,12.48,-2.47
002085,0.0766925126157,0.830257846391,0.0506478444827,37.4032364487,1.09053838071,208,5.66,-6.56
002087,0.0440202930154,0.0585458247414,0.01429920416,25.576417467,0.0929947925452,148,0.4,-0.59
002088,0.0404572077395,0.0565021364885,0.0107263827939,22.4094338594,0.095880874196,148,0.5,-0.59
002091,0.0451197383586,0.0448702977041,0.0153334995644,6.07339831093,0.146260019309,200,1.03,-0.5
002092,0.0672190447605,0.0643457801684,0.0375255867774,18.0285281447,0.121736971211,163,0.89,-0.59
002093,0.0624018046484,0.068310499093,0.0327272345074,20.0056129109,0.12268573959,170,0.88,-0.59
002094,-0.0442461650416,1.6836859198,-0.066225118807,85.2581504602,1.46479107147,224,5.67,-8.13
002097,0.0950983786893,0.0883320073059,0.0655191906152,14.6545859143,0.185359086996,162,1.14,-0.82
002098,0.0901335578536,0.087641567348,0.0605510805374,14.3498194316,0.185852956959,154,1.24,-0.82
002101,0.0857305848261,0.101996092844,0.0562164921837,8.32682524994,0.28393986268,186,4.78,-1.06
002102,0.0363279842118,0.0948265352601,0.00677973593972,21.5208206682,0.164203732979,171,0.93,-1.04
002103,0.0102083361853,0.187718126128,-0.0188973783954,23.5570706497,0.310690608491,181,0.98,-1.59
002106,0.0631160900801,0.0585413295431,0.0333949798097,26.099436043,0.0920512260968,271,0.47,-0.27
002110,0.0664972189932,0.155507489542,0.0372380535805,29.3934681111,0.230413781941,176,1.2,-1.21
002112,0.0686523675979,0.0734197973015,0.039002138052,31.1672117004,0.105644468697,264,0.44,-0.34
